JobTitle,JobYear,JobLink,JobType,JobField,JobSource,JobLink_norm
"Georgia Southern - Lecturer (NTT, 4 Positions) - PHONE INTERVIEWS SCHEDULED",2011,http://class.georgiasouthern.edu/writling | https://academicjobs.wikia.org/index.php?title=Rhetoric/Composition_2012#top,Non-TT,Rhetoric/Composition,Wiki,http://class.georgiasouthern.edu/writling | https://academicjobs.wikia.org/index.php?title=Rhetoric/Composition_2012#top
"Georgia State University - Assistant Professor, Rhetoric, Literacy Studies and Writing Assessment - OFFER MADE AND ACCEPTED",2011,https://academicjobs.wikia.org/index.php?title=Rhetoric/Composition_2012#top,TT,Rhetoric/Composition,Wiki,https://academicjobs.wikia.org/index.php?title=Rhetoric/Composition_2012#top
"Georgia Tech - Marion L. Brittain Postdoctoral Fellowship Composition, Technical Communication, and Digital Pedagogy - OFFERS ACCEPTED / SKYPE INTERVIEWS ONGOING",2011,http://www.lcc.gatech.edu/writingcomm/ | http://techstyle.lcc.gatech.edu/ | http://www.lcc.gatech.edu/writingcomm/brittain/application.php | https://academicjobs.wikia.org/index.php?title=Rhetoric/Composition_2012#top,Postdoc,Rhetoric/Composition,Wiki,http://www.lcc.gatech.edu/writingcomm/ | http://techstyle.lcc.gatech.edu/ | http://www.lcc.gatech.edu/writingcomm/brittain/application.php | https://academicjobs.wikia.org/index.php?title=Rhetoric/Composition_2012#top
Harvard University - College Writing Program Preceptor - CAMPUS INTERVIEWS SCHEDULED,2011,http://academicpositions.harvard.edu/postings/3804,Unknown,Rhetoric/Composition,Wiki,http://academicpositions.harvard.edu/postings/3804
Harvard - Director of Center for Teaching and Learning,2011,http://academicpositions.harvard.edu/postings/3782 | https://academicjobs.wikia.org/index.php?title=Rhetoric/Composition_2012#top,Non-TT,Rhetoric/Composition,Wiki,http://academicpositions.harvard.edu/postings/3782 | https://academicjobs.wikia.org/index.php?title=Rhetoric/Composition_2012#top
Hawai‛i Pacific University - Asst/Assoc. Professor of English and Director of University Writing Programs,2011,http://www.hpu.edu/employment | https://academicjobs.wikia.org/index.php?title=Rhetoric/Composition_2012#top,TT,Rhetoric/Composition,Wiki,http://www.hpu.edu/employment | https://academicjobs.wikia.org/index.php?title=Rhetoric/Composition_2012#top
"High Point University - Assistant Professor, Composition - INTERVIEW SCHEDULED",2011,https://academicjobs.wikia.org/index.php?title=Rhetoric/Composition_2012#top,TT,Rhetoric/Composition,Wiki,https://academicjobs.wikia.org/index.php?title=Rhetoric/Composition_2012#top
Hobart and William Smith Colleges - Visiting Assistant Professor/Instructor in Composition Studies,2011,https://academicjobs.wikia.org/index.php?title=Rhetoric/Composition_2012#top,Non-TT,Rhetoric/Composition,Wiki,https://academicjobs.wikia.org/index.php?title=Rhetoric/Composition_2012#top
"Hope College - Assistant or Associate Professor, Rhetoric and Composition - CAMPUS INTERVIEW SCHEDULED",2011,https://academicjobs.wikia.org/index.php?title=Rhetoric/Composition_2012#top,TT,Rhetoric/Composition,Wiki,https://academicjobs.wikia.org/index.php?title=Rhetoric/Composition_2012#top
"Hostos Community College of the City of New York, Assistant Professor - DEADLINE PASSED",2011,http://careers.insidehighered.com/hostos-community-college-city-university-new-york/assistant-professor-english/job/373871 | https://academicjobs.wikia.org/index.php?title=Rhetoric/Composition_2012#top,TT,Rhetoric/Composition,Wiki,http://careers.insidehighered.com/hostos-community-college-city-university-new-york/assistant-professor-english/job/373871 | https://academicjobs.wikia.org/index.php?title=Rhetoric/Composition_2012#top
"Illinois Institute of Technology - Assistant Professor, Digital Humanities - OFFER ACCEPTED",2011,mailto:iit.hum.search@gmail.com | http://www.iit.edu/csl/hum/ | https://academicjobs.wikia.org/index.php?title=Rhetoric/Composition_2012#top,TT,Rhetoric/Composition,Wiki,mailto:iit.hum.search@gmail.com | http://www.iit.edu/csl/hum/ | https://academicjobs.wikia.org/index.php?title=Rhetoric/Composition_2012#top
"Illinois State University - Assistant Professor, Histories of Rhetoric - OFFER ACCEPTED",2011,mailto:arscott@ilstu.edu | http://english.illinoisstate.edu/ | https://academicjobs.wikia.org/index.php?title=Rhetoric/Composition_2012#top,TT,Rhetoric/Composition,Wiki,mailto:arscott@ilstu.edu | http://english.illinoisstate.edu/ | https://academicjobs.wikia.org/index.php?title=Rhetoric/Composition_2012#top
Indiana State University - Asst. Professor of Rhet/Comp. - PHONE INTERVIEWS SCHEDULED,2011,http://www.higheredjobs.com/faculty/details.cfm?JobCode=175590684&Title=Assistant%20Professor%20of%20English%20%2D%20Rhetoric%20and%20Composition,TT,Rhetoric/Composition,Wiki,http://www.higheredjobs.com/faculty/details.cfm?JobCode=175590684&Title=Assistant%20Professor%20of%20English%20%2D%20Rhetoric%20and%20Composition
Indiana University East - Lecturer - CAMPUS VISIT SCHEDULED,2011,http://chronicle.com/jobs/0000695200-01/ | https://academicjobs.wikia.org/index.php?title=Rhetoric/Composition_2012#top,Non-TT,Rhetoric/Composition,Wiki,http://chronicle.com/jobs/0000695200-01/ | https://academicjobs.wikia.org/index.php?title=Rhetoric/Composition_2012#top
Indiana University Kokomo - Assistant Professor - OFFER ACCEPTED,2011,http://www.iuk.edu/academics/majors/humanities/index.shtml | mailto:swilson@iuk.edu | http://www.higheredjobs.com/faculty/details.cfm?JobCode=175554206&Title=Assistant%20Professor%20of%20English | https://academicjobs.wikia.org/index.php?title=Rhetoric/Composition_2012#top,TT,Rhetoric/Composition,Wiki,http://www.iuk.edu/academics/majors/humanities/index.shtml | mailto:swilson@iuk.edu | http://www.higheredjobs.com/faculty/details.cfm?JobCode=175554206&Title=Assistant%20Professor%20of%20English | https://academicjobs.wikia.org/index.php?title=Rhetoric/Composition_2012#top
Indiana University of Pennsylvania - WAC Coordinator - PHONE INTERVIEW SCHEDULED,2011,https://academicjobs.wikia.org/index.php?title=Rhetoric/Composition_2012#top,TT,Rhetoric/Composition,Wiki,https://academicjobs.wikia.org/index.php?title=Rhetoric/Composition_2012#top
"Indiana University of Pennsylvania - Asssitant Professor, Online Writing Pedagogy - DEADLINE PASSED",2011,http://www.iup.edu/employment | https://academicjobs.wikia.org/index.php?title=Rhetoric/Composition_2012#top,TT,Rhetoric/Composition,Wiki,http://www.iup.edu/employment | https://academicjobs.wikia.org/index.php?title=Rhetoric/Composition_2012#top
Ithaca College - Lecturer (3 positions) - CAMPUS VISITS SCHEDULED,2011,http://www.ithaca.edu/hs/depts/writing/ | http://www.higheredjobs.com/faculty/details.cfm?JobCode=175573272&Title=Instructor%2FAssistant%20Professor | https://apply.icjobs.org/applicants/Central?quickFind=177692&jtsrc=www.high | https://academicjobs.wikia.org/index.php?title=Rhetoric/Composition_2012#top,Non-TT,Rhetoric/Composition,Wiki,http://www.ithaca.edu/hs/depts/writing/ | http://www.higheredjobs.com/faculty/details.cfm?JobCode=175573272&Title=Instructor%2FAssistant%20Professor | https://apply.icjobs.org/applicants/Central?quickFind=177692&jtsrc=www.high | https://academicjobs.wikia.org/index.php?title=Rhetoric/Composition_2012#top
Jackson State Community College (TN) - Writing Center Director - SEARCH REOPENED,2011,http://www.jscc.edu/job-detail.php?job=71,Non-TT,Rhetoric/Composition,Wiki,http://www.jscc.edu/job-detail.php?job=71
"James Madison University (3 TT positions, April 1 Deadline)",2011,http://www.jmu.edu/wrtc | http://chronicle.com/jobs/0000718992-01/,TT,Rhetoric/Composition,Wiki,http://www.jmu.edu/wrtc | http://chronicle.com/jobs/0000718992-01/
James Madison University (3 tenure-track positions) - ONE OFFER ACCEPTED,2011,http://www.jmu.edu/wrtc | https://joblink.jmu.edu/applicants/Central?quickFind=58185&jtsrc=www.higheredjobs.com&jtrfr=www.peopleadmin.com&adorig=PA | http://www.higheredjobs.com/details.cfm?JobCode=175605885 | https://academicjobs.wikia.org/index.php?title=Rhetoric/Composition_2012#top,TT,Rhetoric/Composition,Wiki,http://www.jmu.edu/wrtc | https://joblink.jmu.edu/applicants/Central?quickFind=58185&jtsrc=www.higheredjobs.com&jtrfr=www.peopleadmin.com&adorig=PA | http://www.higheredjobs.com/details.cfm?JobCode=175605885 | https://academicjobs.wikia.org/index.php?title=Rhetoric/Composition_2012#top
"Kennesaw State University (GA) - Assistant Professor, Social/Digital Media - CAMPUS INTERVIEWS SCHEDULED",2011,mailto:jelledg1@kennesaw.edu | http://www.kennesaw.edu/facultypositions/Ads%202011/Humanities/PVA60544%20Assistant%20Professor%20of%20English.html | https://academicjobs.wikia.org/index.php?title=Rhetoric/Composition_2012#top,TT,Rhetoric/Composition,Wiki,mailto:jelledg1@kennesaw.edu | http://www.kennesaw.edu/facultypositions/Ads%202011/Humanities/PVA60544%20Assistant%20Professor%20of%20English.html | https://academicjobs.wikia.org/index.php?title=Rhetoric/Composition_2012#top
"Lander University, Lecturer, English and Intensive English (ESL)",2011,http://www.lander.edu/academics/colleges-departments/arts-humanities/english-foreign-languages/Employment.aspx | https://academicjobs.wikia.org/index.php?title=Rhetoric/Composition_2012#top,Non-TT,Rhetoric/Composition,Wiki,http://www.lander.edu/academics/colleges-departments/arts-humanities/english-foreign-languages/Employment.aspx | https://academicjobs.wikia.org/index.php?title=Rhetoric/Composition_2012#top
"La Salle University - Assistant Professor, Rhetoric and Composition - OFFER MADE & ACCEPTED",2011,http://www.lasalle.edu/schools/sas/english/ | https://academicjobs.wikia.org/index.php?title=Rhetoric/Composition_2012#top,TT,Rhetoric/Composition,Wiki,http://www.lasalle.edu/schools/sas/english/ | https://academicjobs.wikia.org/index.php?title=Rhetoric/Composition_2012#top
"La Salle University - Assistant Professor, Writing & Gen Ed - DEADLINE PASSED",2011,http://www.lasalle.edu/schools/sas/english/ | https://academicjobs.wikia.org/index.php?title=Rhetoric/Composition_2012#top,TT,Rhetoric/Composition,Wiki,http://www.lasalle.edu/schools/sas/english/ | https://academicjobs.wikia.org/index.php?title=Rhetoric/Composition_2012#top
Le Moyne College - Director of Writing - INTERVIEW SCHEDULED,2011,https://academicjobs.wikia.org/index.php?title=Rhetoric/Composition_2012#top,TT,Rhetoric/Composition,Wiki,https://academicjobs.wikia.org/index.php?title=Rhetoric/Composition_2012#top
Lee College - Full-Time English Instructor - DEADLINE PASSED,2011,https://academicjobs.wikia.org/index.php?title=Rhetoric/Composition_2012#top,Non-TT,Rhetoric/Composition,Wiki,https://academicjobs.wikia.org/index.php?title=Rhetoric/Composition_2012#top
Lincoln Memorial University (TN) - Asst. Professor (Rhetoric & Comp.),2011,http://www.higheredjobs.com/faculty/details.cfm?JobCode=175608197&Title=Instructional%20Faculty%2C%20Assistant%20Professor%20of%20English%20%28Rhetoric%20and%20Composition%29,TT,Rhetoric/Composition,Wiki,http://www.higheredjobs.com/faculty/details.cfm?JobCode=175608197&Title=Instructional%20Faculty%2C%20Assistant%20Professor%20of%20English%20%28Rhetoric%20and%20Composition%29
Long Island University - Assistant Professor - OFFER MADE AND ACCEPTED,2011,https://academicjobs.wikia.org/index.php?title=Rhetoric/Composition_2012#top,TT,Rhetoric/Composition,Wiki,https://academicjobs.wikia.org/index.php?title=Rhetoric/Composition_2012#top
Louisiana State University Eunice - DEADLINE PASSED,2011,http://www.lsue.edu/site.php?pageID=86&jobID=60 | http://chronicle.com/jobs/0000703236-01/,TT,Rhetoric/Composition,Wiki,http://www.lsue.edu/site.php?pageID=86&jobID=60 | http://chronicle.com/jobs/0000703236-01/
Marist College - Assistant Professor - CAMPUS INTERVIEW SCHEDULED,2011,https://academicjobs.wikia.org/index.php?title=Rhetoric/Composition_2012#top,TT,Rhetoric/Composition,Wiki,https://academicjobs.wikia.org/index.php?title=Rhetoric/Composition_2012#top
"Mars Hill College (NC), Asst. Professor - DEADLINE PASSED",2011,http://chronicle.com/jobs/0000717325-01/ | https://academicjobs.wikia.org/index.php?title=Rhetoric/Composition_2012#top,TT,Rhetoric/Composition,Wiki,http://chronicle.com/jobs/0000717325-01/ | https://academicjobs.wikia.org/index.php?title=Rhetoric/Composition_2012#top
"McDaniel College, Assistant Professor of Digital Rhetoric and New Media - OFFER MADE AND ACCEPTED",2011,http://www2.mcdaniel.edu/apply/English | https://academicjobs.wikia.org/index.php?title=Rhetoric/Composition_2012#top,TT,Rhetoric/Composition,Wiki,http://www2.mcdaniel.edu/apply/English | https://academicjobs.wikia.org/index.php?title=Rhetoric/Composition_2012#top
McKendree University - Assistant Professor - OFFER MADE & ACCEPTED,2011,mailto:HR@McKendree.edu | https://academicjobs.wikia.org/index.php?title=Rhetoric/Composition_2012#top,TT,Rhetoric/Composition,Wiki,mailto:HR@McKendree.edu | https://academicjobs.wikia.org/index.php?title=Rhetoric/Composition_2012#top
Mesa Community College - Tenure Track (3 Positions) - DEADLINE PASSED,2011,https://academicjobs.wikia.org/index.php?title=Rhetoric/Composition_2012#top,Unknown,Rhetoric/Composition,Wiki,https://academicjobs.wikia.org/index.php?title=Rhetoric/Composition_2012#top
Metro State College of Denver - English Tenure-Track Faculty and Composition Coordinator,2011,https://www.mscdjobs.com/applicants/jsp/shared/frameset/Frameset.jsp?time=1320072835930 | https://academicjobs.wikia.org/index.php?title=Rhetoric/Composition_2012#top,Unknown,Rhetoric/Composition,Wiki,https://www.mscdjobs.com/applicants/jsp/shared/frameset/Frameset.jsp?time=1320072835930 | https://academicjobs.wikia.org/index.php?title=Rhetoric/Composition_2012#top
"Miami University, Middletown - Assistant Professor - OFFER ACCEPTED",2011,http://www.miami.muohio.edu/about-miami/publications-and-policies/student-consumer-info/index.html | http://www.higheredjobs.com/faculty/details.cfm?JobCode=175566019&Title=English%20-%20Tenure%20track%20Assistant%20Professor,TT,Rhetoric/Composition,Wiki,http://www.miami.muohio.edu/about-miami/publications-and-policies/student-consumer-info/index.html | http://www.higheredjobs.com/faculty/details.cfm?JobCode=175566019&Title=English%20-%20Tenure%20track%20Assistant%20Professor
Miami University (OH) - VAP (Composition),2011,http://www.units.muohio.edu/comprhet | mailto:English@muohio.edu | http://chronicle.com/jobs/0000731323-01/ | https://academicjobs.wikia.org/index.php?title=Rhetoric/Composition_2012#top,Non-TT,Rhetoric/Composition,Wiki,http://www.units.muohio.edu/comprhet | mailto:English@muohio.edu | http://chronicle.com/jobs/0000731323-01/ | https://academicjobs.wikia.org/index.php?title=Rhetoric/Composition_2012#top
"Michigan State University - 9 m. VAP X5 positions- Writing, Rhetoric, and TESOL",2011,https://jobs.msu.edu/applicants/jsp/shared/frameset/Frameset.jsp?time=1333641623318 | http://www.hercjobs.org/c/job.cfm?vnet=0&keywords=linguistics&max=25&t4747=37786&go=Go&site_id=793&sort=date_&jb=9924643 | https://academicjobs.wikia.org/index.php?title=Rhetoric/Composition_2012#top,Non-TT,Rhetoric/Composition,Wiki,https://jobs.msu.edu/applicants/jsp/shared/frameset/Frameset.jsp?time=1333641623318 | http://www.hercjobs.org/c/job.cfm?vnet=0&keywords=linguistics&max=25&t4747=37786&go=Go&site_id=793&sort=date_&jb=9924643 | https://academicjobs.wikia.org/index.php?title=Rhetoric/Composition_2012#top
Michigan Tech - Assistant Professor of Composition - POSITION FILLED,2011,http://www.hu.mtu.edu/ | http://wpacouncil.org/node/3372 | https://academicjobs.wikia.org/index.php?title=Rhetoric/Composition_2012#top,TT,Rhetoric/Composition,Wiki,http://www.hu.mtu.edu/ | http://wpacouncil.org/node/3372 | https://academicjobs.wikia.org/index.php?title=Rhetoric/Composition_2012#top
Middle Tennessee State University - Assistant Professor - PHONE INTERVIEWS SCHEDULED,2011,http://www.higheredjobs.com/faculty/details.cfm?JobCode=175558688&Title=English%20Faculty%20-%20Composition%20Studies | https://academicjobs.wikia.org/index.php?title=Rhetoric/Composition_2012#top,TT,Rhetoric/Composition,Wiki,http://www.higheredjobs.com/faculty/details.cfm?JobCode=175558688&Title=English%20Faculty%20-%20Composition%20Studies | https://academicjobs.wikia.org/index.php?title=Rhetoric/Composition_2012#top
Millikan University - VAP in Rhet-Comp,2011,http://www.millikin.edu/english | http://chronicle.com/jobs/0000732532-01/ | https://academicjobs.wikia.org/index.php?title=Rhetoric/Composition_2012#top,Non-TT,Rhetoric/Composition,Wiki,http://www.millikin.edu/english | http://chronicle.com/jobs/0000732532-01/ | https://academicjobs.wikia.org/index.php?title=Rhetoric/Composition_2012#top
